original,translate
Where are these thoughts coming from?!,这些想法是从哪里来的？！
Can we please leave?,我们能离开吗？
"Yes, let's move",好的，我们走。
#PrioryCaveBossFight,#修道院洞穴首领战斗
The strange construct rises menacingly above you,这个奇怪的机械体高高耸立在你面前，显得十分威吓。
"As you approach, the fungal growths that cling to it writhe in greedy anticipation - clawing impotently at the portal set into the structure’s side",你走近时，附着在其上的菌类生长物在贪婪地扭动，徒劳地抓着结构侧面嵌入的门户。
You cannot easily discern the material used in its construction nor the hands that made it beyond the fact that there is an aspect about it that makes you think of the artifacts that the Magi sometimes employ,你难以轻易分辨出它的构造材料，也难以确定是哪双手制造了它，只是隐约觉得它有一种让人联想到法师有时使用的神器的特质。
"Now, its outer skin is pockmarked and weathered by the shifting of stone over endless millennia",现在，它的外皮布满了坑洼，历经万世石变的侵蚀。
"For the briefest moment you see it in your mind's eye, free of stone, moving over a landscape of jagged mountains and jungle-clad hills",在你脑海中，它暂时摆脱了石质的束缚，穿越着崎岖的山峦和丛林覆盖的丘陵。
"Great ferns sway in the humid breeze, and in the distance you see great, singing towers",大型蕨类植物在潮湿的微风中摇曳，远处则矗立着巨大的歌塔。
A sudden tremor shakes you out of it,突然的震动让你从恍惚中清醒过来。
This one more violent than the previous ones,这次的震动比之前的更为强烈。
"As you reel from the quake, Embla walks past you, moving towards the portal with her hand outstretched like a sleepwalker",你摇摇晃晃地从地震中站稳，艾姆拉走过了你身旁，像一个梦游者一样伸出手走向门户。
The air hums with energy that appears to be emanating from the portal itself,空气中弥漫着能量，似乎是从门户本身散发出来的。
The fungal tentacles begin to thrash wildly in anticipation,菌类触手开始疯狂地扭动，充满期待。
"The tremors return, more powerful now, and around you stones fall from the cave’s roof",地震再次袭来，这次更为强烈，周围的岩石从洞顶掉落。
"Embla, wait!",艾姆拉，等等！
"She does not hear you and before you can grab her, she has touched the door",她没有听到你的呼喊，在你抓到她之前，她已经触碰到了门。
The effect is instant,效果立刻显现。
Strangely shaped glyphs set into the portal begin to glow with a light so bright it’s nearly blinding,嵌入门户的奇异符文开始发出几乎令人失明的光芒。
"An undulating vibration that you feel in your bones rises and echoes through the cave and for a moment it sounds as if someone, or something is howling madly",一种让你感到骨骼震动的波动升起并回响在洞穴中，仿佛有人或什么东西在疯狂地嚎叫。
Then sudden silence,然后是突然的寂静。
What was,现在是什么
"Before you can finish your sentence, the ground again shakes violently, knocking you to the ground",在你还没来得及说完这句话，地面再次剧烈震动，将你摔到了地上。
Rocks and debris explode outwards from the center of the cave and an inhuman roar so loud it causes your ears to bleed emits from the horror that emerges into the cave,洞穴中心的岩石和碎片向外爆裂，那是一种非人的咆哮声，震耳欲聋，以至于你的耳膜都感到疼痛，随之而来的是一只恐怖生物从洞穴中浮现。
"Bursting forth from the depths below, it towers above you",它从下方的深渊中冲出，高高耸立在你面前。
"A squirming mass of untold millions of strands of fungal growths animated into a gigantic, mawed worm-horror",一团蠕动着的菌类生长物组成的巨大生物，无数的菌丝在其中舞动，形成了一只巨大的口器怪。
Tentacles thrash wildly with enough force to break rock as the abomination claws its way out of the emergence hole and towards you,触手疯狂地挥舞，力量之大足以将岩石撕裂，怪物用这些触手从裂口处爬出，向你逼近。
Embedded into its roiling half-flesh are the forms and faces of men,它半是血肉的躯体中嵌入了人类的形态和面孔。
You know with certainty that these are indeed the final members of the Cabal expedition,你确信无疑，这些正是卡巴尔探险队的最后成员。
Stagger to your feet,你踉跄着站起身。
"The creature lumbers towards you, emitting yet another terrible scream",这个怪物向你蹒跚而来，发出又一声可怕的尖叫。
Your heart sinks as you set to receive the charge,你的心沉了下去，准备迎接即将到来的冲击。
From around you echoes dozens of replies as its smaller siblings are called forth to the feast,四周回响着数十声回应，它的幼小兄弟们被召唤来参加这场盛宴。
#PrioryCaveSpottedShip,#Priori洞穴发现船只
The cave expands into a vast chamber littered by the remains of what you deem to be the final resting-place of the Cabal expedition to the Black Priory,洞穴逐渐扩大成一个巨大的房间，满地散落着你认为是卡巴尔探险队在黑神殿最后的遗骸。
Large quantities of stone and dirt have been shifted in what appears like an attempt to excavate… what?,有大量的石块和泥土被移动过，似乎是在试图挖掘……到底是什么？
Your eyes strain in an attempt to make sense of the structure partially protruding from the rock,你努力地试图理解从岩石中半露出来的建筑结构。
"Your mind reels at the thought that whatever this is, it must have been placed here thousands, nay, hundreds of thousands of years ago",你难以置信，这个东西显然被放置在这里数千年，甚至数百万年。
"What’s more, despite seeing just a small segment of the structure, you feel certain that whatever is buried here is vast",更重要的是，尽管只看到了建筑的一小部分，你确信被埋藏在这里的东西是巨大的。
We’re here!,我们到了！
We’ve made it!,我们成功了！
"All these years, this is what was buried under the Priory",所有这些年来，这就是被黑神殿掩埋的东西。
This is where the Sleeper awaits!,这里就是沉睡者等待的地方！
Emblas voice trembles like a prisoner who senses that freedom is finally within reach,埃姆布拉斯的声音颤抖着，仿佛一个感觉到自由终于触手可及的囚犯
T-this thing,这……东西
It cannot exist,它不可能存在
It should not!,它本不应该存在！
Who can build something like this?,谁能建造出这样的东西？
Driina’s voice is the closest to panic you’ve ever heard her,德里娜的声音几乎是你听过的最接近恐慌的
This is the very heart of madness itself,这就是疯狂本身的核心
Roland whispers to himself,洛兰德自言自语
The sleeper awaits,睡眠者在等待
#PrioryDreamChamber,#修道院梦境室
I think the monks came down here to commune with him using those machines,我想，武僧们是用那些机器与他沟通下来的
Dreaming his dreams,在梦中体验他的梦境
You walk over to the shaft and peer down it,你走到竖井旁，向下望去
There is no end in sight,没有尽头
"Whatever lies at the bottom, lies far below this level of the catacombs",无论竖井底部有什么，都远远超出了这层地穴的范围
The octagonal room has four throne-like machines arranged around a central aperture,八角形的房间中，四台类似王座的机器围绕着中央的一个开口排列
"Thick, squirming tentacles spew forth from the shaft, and you can’t help but wonder where it terminates",厚重、蠕动的触手从竖井中喷涌而出，你不禁好奇它到底延伸到了哪里
"A strange humming can be felt, rather than heard, coming from the center of the room",中心位置传来一种奇怪的嗡鸣声，而不是声音
Examine the machines,检查这些机器
"Though no doubt some form of arcane machinery, it’s beyond your ken and you feel loath to examine it further",虽然毫无疑问是某种法术机械，但你对此一窍不通，也不愿进一步探究
"Leaning in, you examine the indentation further and notice inlays of pure sylver radiating out from where the user’s skull would be",你凑近仔细查看，注意到这些凹槽中嵌入着纯净的银色，它们从使用者头骨所在的位置向外辐射开来
"You follow the inlays, and find that they seem to converge towards the room’s central shaft",你顺着这些嵌入物追踪，发现它们似乎都汇聚向房间中央的竖井
"Intricately wrought in a complex design that appears more like machinery than decoration, each throne has an indentation that would accommodate a human figure",每个王座都精雕细琢，设计复杂，看起来更像是机械装置而非装饰，每个王座上都有一个凹槽，可以容纳一个人的身形
"If you were to guess, you’d say that this machinery somehow attunes and connects the user to Reticular vibrations emanating from the shaft",如果要猜测，你可能会说这些机械装置 somehow 调和并连接使用者与竖井中发出的 Reticular 振动
As to what is generating those vibrations,至于这些振动是由什么产生的
Could it be the holy corpse?,这具圣灵之躯可能是罪魁祸首吗？
#PrioryDungeonAmbush1,#PrioriDungeonAmbush1
"As you enter the hall, a mass of misshapen flesh and slavering jaws spill forth from shadows and darkened side-passages!",当你进入大厅时，一团畸形的肉块和流涎的利齿从阴影和黑暗的侧通道中涌出！
You can’t help but think that the glistening and slimy horrors before you look as if they were birthed into existence recently,你不禁想到，眼前的这些闪耀着光泽、黏滑的恐怖生物似乎是刚刚诞生的
No doubt they are now ravenously hungry,毫无疑问，它们现在饥肠辘辘
#PrioryDungeonAmbush2,#PrioriDungeonAmbush2
Forces pull at you - driving you inexorably forwards,力量在拉扯你，驱使你不可阻挡地前进
"You are, you are no doubt, nearing something",你确信，你正接近某样东西
What’s wrong?,有什么不对劲吗？
Why do we stop?,为什么我们停下？
Embla asks impatiently,伊姆拉不耐烦地问道
I have a strange feeling,我有种奇怪的感觉
A feeling we’re being watched!,我觉得有人在注视着我们！
snarls Roland as he turns to face the amorphous eye-things that glide silently down from the ceiling to prey upon you!,罗兰怒吼着转身面对从天花板上无声滑下的那些无形眼球生物，它们正准备猎杀你们！
"Before you can finish the thought, movement catches your eye and you whirl around to face the amorphous eye-things that glide silently down from the ceiling to prey upon you!",你还没来得及说完这句话，就看到有动静，猛地转身面对从天花板上无声滑下的那些无形眼球生物，它们正准备猎杀你们！
#PrioryDungeonDarkness,#修道院地牢黑暗
Our path takes us into peerless darkness then?,我们的路将带我们进入无与伦比的黑暗？
Iben rubs his chin thoughtfully,伊本摸着下巴，沉思着
"We’ve survived countless horrors thus far but I dare say, we must keep our wits about us now and proceed with the utmost caution",我们到目前为止已经经历了无数恐怖的事物，但我敢说，我们现在必须保持警惕，行事要极其谨慎
I can think of few fates worse than being lost and waylaid in this morass of darkness,我能想到比在这片黑暗沼泽中迷失更糟糕的下场
You must keep your wits about you if you are to proceed,你必须保持警惕，才能继续前进
Take all precautions not to lose your way and ensure all possible preparations are made before you set forth,一定要采取所有预防措施，以免迷路，并确保在出发前做好所有可能的准备
"The tunnel ahead is ancient, narrow and dark",前方的隧道古老、狭窄且黑暗
"Walking down it, you cannot help but feel as if you are descending into some deeper abyss - far more ancient than the Priory and reluctant to give up its mysteries",走在其中，你不禁会感到自己正在向下深入某个更古老的深渊——远比修道院古老，且不愿放弃它的秘密
"Nonetheless, you also cannot help but feel as if you are once more being pulled forwards",然而，你也无法抑制自己向前迈进的感觉
Something awaits you at the other end of these tunnels and it’s beckoning for you to proceed,这些隧道尽头等待着你，它在召唤你继续前进
You feel it too now don’t you?,你也感到了吗？
Embla attempts to peer into the darkness ahead,埃姆拉试图窥视前方的黑暗
This is the way,这条路是对的
The tomb-chamber was never what the Priory was built to protect,坟墓室从来不是修道院建造来保护的
There must be even older mysteries below,一定有更古老的秘密隐藏在下面
I suspect many of the monks themselves didn’t know of this,我怀疑许多僧侣自己都不知道这一点
Perhaps initiates offered praise to a false tomb for centuries while the Grandmasters kept the lie?,或许是初学者向一个虚假的坟墓祈祷了几个世纪，而大师们却在隐瞒真相？
Let's move onwards then,那么，我们继续前进吧
Not to interrupt your theosophic ramblings but there’s something you might want to see {PLAYER},不要打断你的玄学沉思，但你可能想看看这里 __PLACEHOLDER_0__
Kat has walked up to the edge of the light and is carefully extending her arm into the darkness,卡特走到光的边缘，小心翼翼地将手臂伸向黑暗之中
The darkness will not yield to the light,黑暗不会被光明所驱散
It’s as thick as tar,黑暗如同沥青一般浓厚
Some kind of ward perhaps?,或许是一种防护法术？
I suspect we’ll need to navigate these tunnels blindly,我怀疑我们必须盲目地穿越这些隧道
You walk up to the edge of the light and realize that the darkness does not appear to lift no matter how much light is present,你走到光的边缘，发现无论光线有多强，黑暗似乎都不会消散
The tunnels appear to be kept in some kind of perpetual darkness and it seems you must navigate them blindly,这些隧道似乎一直处于一种永恒的黑暗之中，看来我们必须盲目地穿越它们
#PrioryDungeonGong,#修道院地牢钟
"You strike the gong a third time but as you utter the last name, the note sounds foul and discordant",当你第三次敲击钟时，说出最后一个名字时，钟声听起来十分刺耳且不和谐
Whatever you did you suspect it was somehow wrong,你怀疑自己做错了什么
Perhaps you should start over?,或许你应该重新开始？
"A large, gilded gong that no doubt must have served some kind of ceremonial purpose",一个巨大的镀金钟，毫无疑问曾用于某种仪式
Etched into it in fine lettering is the following text,钟面上用细小的字体刻着以下文字
"He who wishes to pass so bold, Speak the names of masters of old!",敢于通过者，请说出古贤之名！
"And before the sleeper he beseech, Shall offer up a strike for each!",在沉睡者面前，恳求者需为每一下钟声献上一击！
Ring the Gong,敲响钟声
You speak the name,你说出名字
Strike again and say the name 'Rothrax',再敲一下并说出名字“罗特拉克斯”
Strike again and say the name 'Carroleth',再敲一下并说出名字“卡罗莱斯”
Strike again and say the name 'Kalamar',再敲一下并说出名字“卡拉马尔”
You strike again and speak the second name,你再次挥击，并说出第二个名字
"You strike the gong with the mallet and a pure, deep note reverberates through the complex",你用木槌敲击铜钟，清脆而深沉的声音在复杂的建筑中回荡
Say the name 'Rothrax',说出名字“Rothrax”
Say the name 'Carroleth',说出名字“Carroleth”
Say the name 'Kalamar',说出名字“Kalamar”
You strike the gong with whatever is at hand and a dull note emanates from it,你随手敲击铜钟，发出沉闷的声音
You suspect only striking it with the correct tool will produce a proper note,你怀疑只有用正确的工具敲击才能发出正确的音符
You ring the gong a third time and speaks the last name,你第三次敲击铜钟，并说出最后一个名字
The sound echoes more strongly than before through the catacombs and the grinding of stones can be heard in the room ahead,声音比之前更强烈地回荡在墓穴中，前方的房间里传来了石块摩擦的声音
"Whatever you did, you suspect it was the right thing",你怀疑自己做的是正确的
#PrioryDungeonPitTrap,#修道院地牢陷阱
"With a mechanical click, the floor gives way under your",机械的咔嗒声响起，地面在你脚下塌陷
Your short drop is arrested by the vicious spikes that cover the floor of the pit,你从坑底被尖锐的刺覆盖的地板上摔落，但被尖刺阻止了下坠
Your adventure has come to an end,你的冒险到此为止
#PrioryDungeonSpottenTomb,#修道院地牢斑点墓穴
Embla points through the passage to the north,Embla 指向北边的通道
A golden tomb!,一座金色的墓穴！
We must be close now,我们现在应该很接近了
Finally we shall know!,终于，我们将会知道真相！
What do we do if you're right?,如果你是对的，我们该怎么办？
I do not know,我不知道
But the answers will reveal themselves to us when we stand before the glorious corpse,但答案会在我们站在那辉煌的遗体前时揭晓
I just pray we’re not too late!,只希望我们还不算太晚！
The corpse of an Emperor?,皇帝的遗体？
In a place like this?,在这样的地方？
I refuse to believe it,我不愿相信
#PrioryEnterCave,#PRIORYENTERCAVE
The air down here is thick with the metallic smell of ozone and a throbbing ache grows in your teeth,这里的空气充满了金属般的臭氧味，你的牙齿隐隐作痛
"Each step down the narrow, winding tunnel takes you deeper and closer to… what?",每一步都让你在狭窄蜿蜒的隧道中更深入，更接近……什么？
"But you have come this far, and you cannot help but feel a surge of determination at being so close to the end of your search",但你们已经走到了这一步，无法不感到一种接近终点的决然
It is so close now,现在就快到了
The call is almost too much to bear,这种召唤几乎让人无法承受
Embla touches her forehead and for a moment seems to sway,伊姆拉触碰额头，似乎有片刻的摇晃
Are you unwell?,你身体不适吗？
But there is but one way to cure it now,但现在只有一条路可走
We must proceed,我们必须继续前进
Embla straightens,伊姆拉挺直了身子
Driina’s eyes narrow,德里娜的眼神变得锐利
This place is not for us,这不是我们的地方
"The deeper we go, the further I feel we are from the Golden Light",越往深处走，我感觉离金色光芒越远
We must go on!,我们必须继续前进！
"Surely, we must go on?",当然，我们必须继续前进吗？
Iben insists with an uncharacteristic intensity,伊本以不寻常的强烈语气坚持着
We press on,我们继续前进
#PrioryEnterFirstFloor,#PrioriEnterFirstFloor
"The heavy wooden doors swing open slowly on ancient, rusted hinges and you apprehensively step inside the darkened halls of the grim edifice",沉重的木门在古老的生锈铰链上缓缓开启，你紧张地迈步走进这阴森建筑的黑暗走廊
"Inside, you find the air thick with dust and particles of swirling matter and your eyes adjust slowly to the darkness",内部，空气中弥漫着尘土和旋转的微粒，你的眼睛逐渐适应了黑暗
There is more,还有更多
A strange feeling as if something is stirring in anticipation at your arrival,一种奇怪的感觉，仿佛有什么在期待你的到来而蠢蠢欲动
Driina’s voice interrupts your train of thought,德里娜的声音打断了你的思绪
This place is alien to me,这个地方对我来说很陌生
There is nothing here that marks this as an Imperial place of worship,这里没有任何东西表明这是一个帝国的崇拜场所
We must be on our guard,我们必须保持警惕
Embla points ahead,伊姆拉指向前方
Lumerods,光辉棒
They must have been set up by the Cabal expedition,一定是卡巴尔探险队布置的
Perhaps we can find some clue as to what fate befell them?,或许我们可以找到一些线索，看看他们遭遇了什么命运？
I’ll tell you what befell them,我会告诉你他们遭遇了什么
Roland growls,洛朗低吼道
"Nothing good, is what",没有什么好事
#PrioryGanglion1,#PrioryGanglion1
"A large, pulasting sack grows from the side of the fungal infection",从菌类感染的一侧长出一个巨大的、膨胀的袋子
There is something inside it,里面似乎有什么东西
Cut it open,切开它
Leave it,留着它
"To your disgust and horror, a rotting corpse riddled with fungi spills forth",令你作呕和恐惧的是，一个布满菌类的腐烂尸体倾泻而出
"As it does, it drops a small journal",尸体倒下时，掉出一本小日记本
You pocket the book and move on,你收起书本，继续前进
#PrioryGroundsEnter,#PrioryGroundsEnter
You enter the courtyard of the walled priory only to find it eerily quiet and surprisingly temperate,你进入修道院的庭院，发现这里异常寂静，而且出奇地温暖
Not even in Vauul are the Imperial gardens still heated in the winter,即使在瓦乌尔，帝国的花园在冬天也不会被加热
"It is a sad thing to see for an Empire that was built on the subjugation of climate by man and magi, no?",对于一个建立在气候驯服之上的帝国来说，看到这种景象真是悲哀，不是吗？
The nearly imperceptible humming felt through the ground tells that an ancient environmental ward is miraculously still active,地面几乎察觉不到的嗡嗡声表明，一个古老的环境法术奇迹般地仍然活跃着
Truly a lost wonder of Imperial magical engineering,确实是帝国魔法工程中失传的奇迹
Strange vegetation bursts out of the ground in grotesque mockeries of trees and writhing tendrils of fleshy pseudopods creep obscenely forth from the well,奇怪的植被从地面突兀地冒出来，扭曲地模仿着树木，而肉质的伪足贪婪地从井中爬出
"As you approach, the tentacles creep slowly but greedily in your direction",你靠近时，触手缓慢但贪婪地向你方向蠕动
Driina stomps the nearest tendril,Driina 踹了最近的一根触手
That blasted infestation seems to grow like a cancer throughout these isles!,那该死的感染似乎在这片群岛中像癌症一样蔓延！
"Wherever we set foot, we find it festering in some dark corner",无论我们走到哪里，都能在某个阴暗的角落里发现它在腐烂
she spits in disgust,她厌恶地吐了一口唾沫
"Mesmerized, you allow it to slowly begin winding up your leg",你被迷住了，任由它缓缓缠上你的腿
A wave of disgust washes over you to snap you out of your reverie and you hurriedly step away,一股厌恶感涌上心头，将你从沉思中唤醒，你急忙退开
"Embla, what is that thing?",伊姆布拉，那是什么东西？
It’s the fungi from outside,那是外面的真菌
"It infests Warda, growing through the veil and into the very matter of the world",它侵袭着沃达，穿过屏障，深入世界的本质
Her voice drops to a whisper,她的声音几乎变成了耳语
It’s the herald of the Dragon,它是龙的使者
The tentacles squirm with increased fervor at the very mention of that blasted name,一提到那个该死的名字，触手便更加剧烈地蠕动
Stop it!,停下！
Embla seems frozen in fear for a moment before she nods weakly in agreement,伊姆布拉似乎在恐惧中僵住了片刻，然后无力地点了点头
You both feel it,你们俩都感到了
The horrid certainty that seven terrible eyes are now fixed on you,那七只可怕的双眼如今正盯着你们
"Driina grabs your arm, her face a determined mask",德里娜抓住你的胳膊，她的脸上带着决然的表情
There are some things we must not discuss here,有些事情我们在这里不能讨论
#PrioryInteriorAmbush,#修道院内突袭
"As you pass through the ancient library, you cannot help but be awestruck by the number and age of the assembled volumes",当你穿过古老的图书馆时，不禁被汇集于此的书籍数量和年代所震撼
Surely there are texts here that exist nowhere else in the Empire,一定有在这里存在的文本，整个帝国都找不到
It’s a melancholy thought,这是一个令人伤感的想法
This priory is a time-capsule to an age that is long past and you cannot help but linger for a moment on all that has been lost over the long centuries of steady decline,这个修道院是时光胶囊，封存着远去时代的记忆，你不禁在漫长的世纪衰退中驻足，缅怀那些已经失去的一切
You draw out a random volume and examine it: ‘On the Reticular Properties of Salts’,你抽出一本随机的书籍，仔细端详：《关于盐的网状性质》
"As you turn the beautifully bound volume over in your hands, you stop",当你手中翻转着这本精美装订的书籍时，你停下了动作。
Did you just see something move in the shadows?,你刚看到阴影中有什么东西在动吗？
You squint into the darkness and see only rows and rows of books,你眯起眼睛望向黑暗，只见一排排书籍。
"Then, you see it again",然后，你又看到了。
It’s as if reality itself ripples,就好像现实本身在波动。
To your horror you realize that you are surrounded by a pack of some kind of chameleonic horrors!,你惊恐地意识到，自己被某种变色恐怖生物包围了！
#PrioryInteriorSpottedCamp,#修道院内部分布营地
"Crates of supplies, camp equipment and mining gear litter this room",这个房间散落着装有补给的箱子、营地装备和采矿工具。
It appears you’ve found the Cabal expedition’s base-camp,看来你们找到了卡巴尔探险队的基地营地。
I wonder what happened to them all?,想必他们究竟发生了什么？
Kat muses,凯特沉思道。
and what they left behind,以及他们留下了什么。
She absent-mindedly kicks an empty sack,她漫不经心地踢了一个空袋子。
The camp appears abandoned in a hurry and you wonder if the expedition may have left behind clues as to their fate,这个营地似乎匆忙撤离，你们猜测探险队可能留下了关于他们命运的线索。
Your eyes fall on the floor,你的目光落在地板上。
It’s covered by an intricate mosaic so life-like in its execution that the figures seem to shift,地板上铺着一幅精美的镶嵌图案，执行得如此逼真，以至于人物似乎在移动。
You stand mesmerized,你被深深吸引。
Embla hisses,伊姆拉嘶声道。
Did you hear something?,你听到什么了吗？
Look here,过来看看。
The floor,地板
"Drinna walks into the chamber, kicking away dust from the intricate mosaic that is laid out before you",德林娜走进房间，踢开你面前精细镶嵌的图案地砖上的尘土
"The imagery, there’s something wrong with it",图案中有些不对劲
Shh!,小声点！
Embla interrupts,埃姆拉打断了
"Out of the shadows, grotesque forms lumber towards you",从阴影中，扭曲的形体向你缓缓逼近
These are not the desiccated forms of the ancient dead but fresh corpses swollen with squirming tentacles of the Fungi from Outside,这些不是古代亡者的干瘪遗体，而是充满蠕动触手的外来菌类膨胀的新鲜尸体
I’d wager we’ve found the expedition’s members!,我打赌我们找到了探险队的成员！
Roland snarls as he braces to receive the onslaught,罗兰怒吼着准备迎接即将到来的攻击
I seems you’ve found the expedition’s members,看来你们找到了探险队的成员
#PrioryOpenFakeTomb,#修道院开启假墓
A cursory examination of the area reveals nothing,对该区域进行粗略检查，未发现任何异常
"Nonetheless, your instinct tells you there is something here",然而，你的直觉告诉你这里隐藏着什么
You’ll need to examine the chamber inch by inch,你们需要仔细检查这个房间的每一个角落
You close your eyes and for a moment all is still,你闭上眼睛，片刻之间，一切归于寂静
Then you feel it,然后你感觉到什么
The faintest of drafts seems to be coming from the south-west corner of the chamber,轻微的气流似乎来自房间的西南角
There is no doubt,毫无疑问
There is another way out of here,这里还有另一条出路
My faith in the Golden Dead is unfailing and it screams at me that something here is not as it seems,我对金色亡灵的信仰坚定不移，它告诉我这里有些事情并不像表面上看起来的那样
But we’ve come this far and now that we stand before the tomb I say we get to the bottom of this charade,但我们已经走到这一步了，现在站在墓前，我说我们要揭开这场闹剧的真相
"Embla, what about you?",伊姆布拉，你呢？
Open the tomb,打开墓穴
It still becons me,它依然召唤着我
Though… standing here now something feels off,虽然……现在站在这里，感觉有些不对劲
"Nonetheless, as I see it there is only one way forward",不过，依我看，前方只有一条路可走
We must open the tomb,我们必须打开墓穴
"Driina, how about you?",德里娜，你呢？
The golden tomb stands before you in all its glory,金色的墓穴矗立在你面前，光彩夺目
"Have you arrived, at last, at the object of your quest?",你终于到达了你追寻的目标吗？
"Embla, what are you thinking?",伊姆布拉，你在想什么？
"Driina, what do you think?",德里娜，你怎么看？
It could be worse I suppose,毕竟，情况可能更糟
Kat adds as she pats your shoulder,卡特边拍着你的肩膀边说道
It could have been a trap,这可能是陷阱
But where to now?,那现在呢？
Scanning the room you can’t help but agree with Embla,扫视着房间，你不禁同意了伊姆布拉的看法
There is something about this chamber,这个房间有些不对劲
The taint of ancient secrets,古老秘密的污迹
"Suddenly a massive portcullis slams down behind you and to your horror, thick greenish smoke billows into the chamber through unseen apertures",突然，巨大的吊桥从你身后重重落下，令你惊恐的是，一股浓绿色的烟雾从看不见的开口中涌入房间
"Oh, that’s not good!",哦，这可不好！
Kat says as her eyes widen in terror,凯特说这话时，她的眼睛因恐惧而放大
"If you do not find a way out of here, this will very quickly end up as your tomb as well",如果你找不到出去的路，这里很快就会变成你的墓穴
You brace yourself and push with all your strength but find that the lid slides back easily and locks into position with a slight click,你屏住呼吸，用尽全力推，却发现盖子滑动得很轻松，并且在轻轻的咔嗒声中锁紧了位置
It’s as if the lid has been designed to open and close,就好像这盖子是专门设计用来开合的
"Nonetheless, the sarcophagus’ content now lies before you",不过，现在你面前就躺着木乃伊的遗物
Look inside,查看里面
You draw a collective gasp as the content is revealed,众人齐声倒吸冷气，木乃伊的遗物被揭露了
Nothing - The sarcophagus is utterly empty,没有东西 - 这具木乃伊的棺材完全空无一物
Roland’s laughter booms through the tomb,罗兰的笑声在墓穴中回荡
Roland’s laughter booms through the tomb and you can hear Driina offer a whispered prayer of relief,罗兰的笑声在墓穴中回荡，你可以听到德瑞娜低声祈祷，表达心中的宽慰
"Embla, somehow, looks less than surprised",伊姆布拉不知为何，看起来并不怎么惊讶
Nothing but dust has ever lain here,从来只有尘土
What is this?,这是什么？
A false tomb,一个假墓
A decoy perhaps?,或许是个诱饵？
Like a chest with a false bottom?,就像一个有假底的箱子？
I suspect the true meaning of this tomb lies deeper than we first suspected,我怀疑这个墓穴的真实意义比我们最初想象的要深得多
Embla muses,伊姆布拉沉思道
There is something we’ve missed,我们似乎漏掉了什么
Some hidden secret,一些隐藏的秘密
#PrioryPuzzleStatue0,#修道院谜题雕像0
You slowly rotate the statue until it faces east,你缓缓转动雕像，直到它面向东方
You feel certain the action of rotating this statue is somehow significant but at the moment no wider effect or change can be observed,你确信转动这座雕像的动作具有某种重要意义，但目前尚未观察到更广泛的影响或变化
Rotate statue towards the north,将雕像朝北方转动
Rotate statue towards the east,将雕像朝东方转动
Rotate statue towards the south,将雕像朝南方转动
Rotate statue towards the west,将雕像朝西方转动
You stand before a finely crafted statue of polished stone,你站在一座精细雕刻的抛光石质雕像前
"As you examine it more closely, you realize that the statue is mounted on a rotating base",仔细观察后，你发现这座雕像安装在一个可以转动的底座上
With some effort you could turn it to face one of the cardinal directions,通过一些努力，你可以转动它，使其面向一个基本方向
You slowly rotate the statue until it faces north,你缓缓转动雕像，直到它面向北方
You slowly rotate the statue until it faces south,你缓缓转动雕像，直到它面向南方
The ground trembles as the sound of shifting stone reverberates throughout the complex,地面震动，石头移动的声音在整个建筑群中回响
Something large has moved - or perhaps opened?,有东西移动了——或者可能打开了？
You slowly rotate the statue until it faces west,你缓缓转动雕像，直到它面向西方
#PrioryPuzzleStatue1,#修道院谜题雕像1
#PrioryPuzzleStatue2,#修道院谜题雕像2
#PrioryPuzzleStatue3,#修道院谜题雕像3
#PrioryShipEntrance,#修道院船入口
"As you approach the portal, a humming once more fills the air and strange, arcane sigils light up across its metallic skin",当你接近传送门时，空气中再次响起嗡嗡声，其金属皮肤上奇异的符文开始闪烁发光
"As if reinvigorated by the resurgent energies filling the cave, the mangled piles of the fungi-worm things littered around you begin to knit together and reassemble",就像洞穴中重新涌现的能量让那些被撕碎的地菇怪残骸重新组合起来一样，它们开始重新编织在一起
"Roland sits slumped against the wall next to you, breathing heavily",罗兰瘫坐在你旁边的墙上，喘息沉重
You best get that door open afore those things come at us again,你最好赶快把那扇门打开，否则那些东西还会再次攻击我们
I don’t think I can hold them for long,我觉得我撑不了多久
Time is running out,时间所剩无几
"Tremors once more shake the cave and before your eyes, the gigantic Herald-thing re-knits itself together before rising up to even greater heights than before",洞穴再次震动，你眼前，那巨大的使者生物重新编织自己，然后比之前还要高大
It sways momentarily and then lets out an ear piercing scream,它摇晃了一下，然后发出刺耳的尖叫
"Around it, untold multitudes of fresh minor horrors rise forth",围绕着它，无数新的小恐怖生物纷纷涌现
We have to go!,我们必须走了！
Emblas shout cuts through the din,埃姆拉斯的喊声穿透了嘈杂的声音
Run towards the portal,向传送门跑去
The portal shifts,传送门开始变化
Disassembling itself into its component panels like some strange flower opening its petals to welcome the Sun,它像一朵奇怪的花朵一样分解成它的组件板，张开花瓣迎接阳光
"Soft, lambent light bathes you as the portal opens, revealing an interior of bizarre geometries and utterly alien proportions",柔和的光辉笼罩着你，传送门打开，内部是奇异的几何结构和完全陌生的比例
An odd thought enters your mind,一个奇怪的想法进入你的脑海
Home,家
"Instinctively, you and Embla's hands find each other",你和埃姆拉的手本能地找到了对方
There is no turning back now,现在没有回头路了
The final chapter has begun,最终篇章已经开启
Venture Forth,出发吧
Clasping hands you pull the massive brute to his feet,握紧双手，你将巨大的野蛮人拉起
